condition,seed,tau,area,area_fraction,perimeter,component_count,circularity,eccentricity,orientation,major_axis,minor_axis,curvature_mean,curvature_std,curvature_q90,curvature_q99,euler_characteristic,fourier_0,fourier_1,fourier_2,fourier_3,fourier_4,fourier_5,fourier_6,fourier_7,fourier_8,fourier_9
REAL_NORMAL,99,0.7,151,0.00921630859375,39,1,1.2475489564551183,0.5406979048662028,121.72223908918042,7.621433508088473,6.411278229039239,0.4970455464320571,0.33454459156653016,0.7071067811865475,0.8887005768508873,1,0.03757304732074823,0.019042275084556696,0.02447383856893947,0.023053452303478796,0.00915503880608925,0.009224477568673952,0.013566587441840337,0.01314472954978092,0.008034844909794205,0.006123750099072773
REAL_SURVIVAL,42,0.3,366,0.0223388671875,66,1,1.0558520764130985,0.788882216590916,138.70482311400744,13.964762700565107,8.581967041902093,0.41599763822296526,0.36052221571384185,0.7071067811865475,1.0,1,0.01828554547081536,0.04640007053698722,0.027091614936245057,0.029255390392628953,0.015291313178105908,0.0036002435095705268,0.009611700033433219,0.010398703417986037,0.005180289171022233,0.005234274603037853
REAL_SURVIVAL,42,0.4,263,0.01605224609375,55,1,1.092547263331062,0.7687040253233214,139.38795391685443,11.587164616507085,7.411204488147896,0.42205824428357125,0.3618808471350456,0.7071067811865475,0.9999999999999999,1,0.01595099178226358,0.04281231955701669,0.033256828274817594,0.03107638710215579,0.004087102078990337,0.005266675851370791,0.010376463142925995,0.005714347874279135,0.004170432545587073,0.003542917413020503
REAL_SURVIVAL,42,0.5,198,0.0120849609375,47,1,1.1263654964432397,0.780582071101383,140.8117122970123,10.193259014770932,6.371330204785454,0.3911654534223453,0.35154705620975113,0.7071067811865475,0.7071067811865475,1,0.024570753806197877,0.057371034283396426,0.03198484592367904,0.04205025878328298,0.007468996612535417,0.010348177391851962,0.0027824249817751077,0.013899541209799528,0.0015801826700445193,0.00525439867340632
REAL_SURVIVAL,42,0.6,142,0.0086669921875,40,1,1.1152653920243767,0.7727241804094774,142.2265784175524,8.576195579756867,5.443671091829213,0.29748737341529163,0.36946077282773987,0.7071067811865475,1.0,1,0.05877960469025732,0.05165025402972201,0.025964553564201392,0.03582511971463286,0.010452922553108295,0.008634518004064243,0.005163587929133616,0.014959833606532675,0.003941875811818588,0.003742156809379636
REAL_SURVIVAL,42,0.7,98,0.0059814453125,33,1,1.130857961622772,0.7834413285099634,147.43924794255238,7.261522491036069,4.512787558187307,0.36059075565489895,0.3777586261933692,0.7071067811865475,0.9999999999999998,1,0.04991608289002769,0.06460704091442045,0.04206402723018873,0.04880258431456197,0.01416128861397573,0.006448595267917166,0.015538786638592825,0.018224884251082707,0.010627517711459073,0.01401341293486182
REAL_SURVIVAL,43,0.3,497,0.03033447265625,125,3,0.39971111650153657,0.6514239166108312,143.14368261517905,19.15649334208152,14.534299021356615,0.3162112795580911,0.30641397657761676,0.7071067811865475,0.9773433736445527,3,0.17316515828467907,0.08975026399066267,0.06421139559508389,0.08940736884368908,0.03781201931336267,0.02265005355662808,0.052628717872108516,0.03230918081563919,0.013268594600733586,0.03252547944585138
REAL_SURVIVAL,43,0.4,282,0.0172119140625,78,3,0.5824649101330188,0.6139191874993747,131.92317785131948,14.504796766717476,11.449635201410688,0.33972541355624447,0.3336347723657748,0.7071067811865475,0.9908543690940306,3,0.09767502451932789,0.07076116457681307,0.03800765593443741,0.1070297895873154,0.021876021065814672,0.04341155913127641,0.00814263914764786,0.0382350907405276,0.043452941387864645,0.0012634580624963925
REAL_SURVIVAL,43,0.5,167,0.01019287109375,43,1,1.1349831760940952,0.8525535821600766,-155.961198207541,10.211139533607744,5.336748206931732,0.36177556246753595,0.3534577710132712,0.7071067811865475,0.7071067811865475,1,0.046812056138370375,0.08372180948794809,0.025046902266092515,0.006945688874715214,0.018854220088095373,0.0007888804020535282,0.006234000350048523,0.006852506927472075,0.010030967673141681,0.0028143607766307286
REAL_SURVIVAL,43,0.6,120,0.00732421875,36,1,1.1635528346628863,0.858619179079215,-155.60115665958756,8.73705798006132,4.47873817395308,0.35355339059327373,0.35355339059327373,0.7071067811865475,0.7071067811865475,1,0.04810216962581625,0.08989613097824671,0.024808797895173332,0.008910010845432836,0.025208182265127235,0.00969190782370695,0.005039165815929052,0.004753354882550269,0.011822801521027463,0.005737868774224085
REAL_SURVIVAL,43,0.7,77,0.00469970703125,29,1,1.1505476067843714,0.8677769620144204,-154.45009826865763,7.18034381962596,3.5682996150600936,0.3408019565885756,0.344001140995329,0.7071067811865475,0.8419774762521725,1,0.06174849939582744,0.07947563380394776,0.03558538799968475,0.020997747045833976,0.02607423358250361,0.011523753994584681,0.02312613115198835,0.016406665088711525,0.024553051973732424,0.018485027288114863
REAL_SURVIVAL,99,0.3,628,0.038330078125,126,4,0.4970824354886344,0.5272833847335712,-158.36724238923824,20.197683022282693,17.161759019277085,0.2656703531548168,0.29846049800564345,0.7071067811865475,0.9153643644100895,4,0.058998085463158934,0.13651309809390466,0.026787249600511587,0.025227817017123098,0.026918695177889303,0.03087884560563681,0.04958855030155798,0.040660365414392795,0.023854128539976607,0.006903488534837894
REAL_SURVIVAL,99,0.4,397,0.02423095703125,63,1,1.2569536744521521,0.39810482758628835,-176.95247643472823,11.86309311991773,10.882489006260625,0.3142696805273544,0.3513641844631532,0.7071067811865475,0.7071067811865475,1,0.025246331603447993,0.02293380809069406,0.035732179649813,0.017256448364457767,0.009159376941875724,0.0034666547888457765,0.00963677080252595,0.0031692859268343332,0.004622797124080747,0.00687779176001603
REAL_SURVIVAL,99,0.5,307,0.01873779296875,57,1,1.1874040562044526,0.3394457423621946,174.4619189996109,10.335884820516007,9.72219823782016,0.446593756538872,0.3410916157056768,0.7071067811865475,0.7071067811865475,1,0.02630610753213348,0.016503296797502648,0.036954019301904874,0.025358178687174975,0.009625878377196645,0.007278797911100118,0.017900131392839674,0.011190163670076388,0.005970367103466415,0.0017862632920414658
REAL_SURVIVAL,99,0.6,232,0.01416015625,50,1,1.1661591930125312,0.2370171929418997,179.89550909730934,8.891969544646745,8.638596923604753,0.3794112549695427,0.36884563112830354,0.7071067811865475,1.0,1,0.04126562090562569,0.008627514390791234,0.045586802630483404,0.030413067542700654,0.0070061814169521276,0.011472530732217691,0.00901410958594409,0.004774341561694359,0.004273484153713903,0.002444535660181657
